,date,content,coordinates,place
78,2022-04-10 21:54:24+00:00,"Happy birthday mama more birthdays to come! 😍😍😍 @ Baybay, Leyte https://t.co/UGfXvro0a1","{'longitude': 124.799, 'latitude': 10.6769}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
79,2022-04-10 21:12:28+00:00,Ingatan mo Ama kaming mga hinirang mo sa Lokal na ito😭,"{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
80,2022-04-10 21:10:56+00:00,Patuloy pa rin ang paglakas ng ulan at pagtaas ng baha😭,"{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
81,2022-04-10 16:59:48+00:00,"Pray for Us here in Leyte 🙏🙏😥😥 Flood everywhere, rescuers are limited, lots of residence to be rescued 🙏🙏 #AgatonPH","{'longitude': 124.9263823, 'latitude': 10.5213415}","{'fullName': 'Mahaplag, Eastern Visayas', 'name': 'Mahaplag', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
82,2022-04-10 14:18:20+00:00,"#BagyongAgatonPH
#BaybayLeyteNeedsHelp https://t.co/cwqjOlc5Et","{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
83,2022-04-10 11:37:16+00:00,"@DonnMercs according sa ato migo from Baybay Bulletin, baha sad didto sa Pangasugan kay dako baya ang suba.","{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
84,2022-04-10 11:22:37+00:00,"#AgatonPH Situation earlier this afternoon in Brgy. Hipusngo, back of DPWH.  #BaybayNeedsHelp https://t.co/wmV6jeN1Ik","{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
85,2022-04-10 11:15:39+00:00,"#AgatonPH Minahal Kita Native Restaurant submerges in flood as Pagbanganan River, the biggest in #BaybayCity overflows. https://t.co/UEyn2hpKyC","{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
86,2022-04-10 11:12:49+00:00,#AgatonPH,"{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
87,2022-04-10 11:12:26+00:00,Praying🙏🙏🙏,"{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
88,2022-04-10 09:51:24+00:00,@dawnyyya omggg heaven 💛🥺,"{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
89,2022-04-10 07:16:56+00:00,🙏🏻hunong na uwan pls..baha na jud dri sa amoa lugar.. #AgatonPH,"{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
90,2022-04-10 07:07:59+00:00,"#AgatonPH UPDATE: Current situation in Pagbanganan River (Dungcaan Bridge), the biggest river in Baybay City. | 📸 Dulce Padin https://t.co/9JmghUdMIp","{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
91,2022-04-10 07:02:08+00:00,"wala pa gyud naundang ang uwan, padayon pa ang pagbaha 😢😭","{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
92,2022-04-10 05:44:01+00:00,"@GerryCacanindin @QueenAdele_30 Sorry Hindi kami tatanggap ng LUTANG dito sa Leyte❤️ 

 E-continue lng ang paninira ninyo hahahah mga bubu..","{'longitude': 124.9263823, 'latitude': 10.5213415}","{'fullName': 'Mahaplag, Eastern Visayas', 'name': 'Mahaplag', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
93,2022-04-10 05:40:47+00:00,"@GerryCacanindin @QueenAdele_30 Sorry ka, umabut kami ng 300k Doon hahahaha mahal ng MGA Taga Leyte c BBM and Sarah..","{'longitude': 124.9263823, 'latitude': 10.5213415}","{'fullName': 'Mahaplag, Eastern Visayas', 'name': 'Mahaplag', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
94,2022-04-10 04:25:52+00:00,Chariz,"{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
95,2022-04-10 04:25:45+00:00,kanyahay ra di magpakita in difficult times kay liwat diays gisuportahan,"{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
96,2022-04-10 04:22:34+00:00,sinetch itey jud grr,"{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
97,2022-04-10 04:17:06+00:00,Bayaran energy 🥹,"{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
98,2022-04-10 03:32:12+00:00,Kaya paba for tdays videyow,"{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
99,2022-04-10 03:18:32+00:00,"11:18 April 10, 2022 #AgatonPH https://t.co/ZAvYPV6GuT","{'longitude': 124.79389355455311, 'latitude': 10.741305506375028}","{'fullName': 'Visayas State University', 'name': 'Visayas State University', 'type': 'poi', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
