,date,content,coordinates,place
240,2022-04-12 02:59:27+00:00,ulan nasad 😑,"{'longitude': 125.2148204, 'latitude': 6.9590062}","{'fullName': 'Davao City, Davao Region', 'name': 'Davao City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
241,2022-04-12 02:54:07+00:00,"Ctto.
#AgatonPH 
Please Help them. https://t.co/S1Kk6YmT5k","{'longitude': 122.6502488, 'latitude': 11.2788582}","{'fullName': 'Cuartero, Western Visayas', 'name': 'Cuartero', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
242,2022-04-12 02:52:47+00:00,@PhilippineStar Ngiii may bagyo na naman. 😭,"{'longitude': 120.989705, 'latitude': 14.5893763}","{'fullName': 'Quezon City, National Capital Region', 'name': 'Quezon City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
243,2022-04-12 02:46:57+00:00,Sana ok un mga natatamaan ng bagyo😇🙏,"{'longitude': 121.094473, 'latitude': 14.5270254}","{'fullName': 'Cainta, Calabarzon', 'name': 'Cainta', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
244,2022-04-12 02:42:01+00:00,Ito po yung buong barangay po na natabunan po ng landslide..kalahati pa lang po yung survivor..yung iba po missing pa rin… almost 200 persons pa po ang missing..#BaybayNeedsHelp https://t.co/xh6UTujOGB,"{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
245,2022-04-12 02:39:57+00:00,Ulan nsd. Stay safe everyone 🤗,"{'longitude': 123.001705, 'latitude': 9.3186062}","{'fullName': 'Sibulan, Central Visayas', 'name': 'Sibulan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
246,2022-04-12 02:38:03+00:00,Kaluoy ubtawn aning nasalanta sa bagyo oy! 😭😭😭,"{'longitude': 123.6102999, 'latitude': 10.1062127}","{'fullName': 'San Fernando, Central Visayas', 'name': 'San Fernando', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
247,2022-04-12 02:28:52+00:00,iced coffee gihapon bisan ting ulan 💅🤸‍♀️,"{'longitude': 122.9357542, 'latitude': 8.0969103}","{'fullName': 'Sindangan, Zamboanga Peninsula', 'name': 'Sindangan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
248,2022-04-12 02:28:39+00:00,Mas kusog pang hatag sa activities kaysas bagyo,"{'longitude': 123.7376399, 'latitude': 10.2300366}","{'fullName': 'Minglanilla, Central Visayas', 'name': 'Minglanilla', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
249,2022-04-12 02:25:35+00:00,"In behalf of BS in Agribusiness Freshmen of VSU, we are here to knock your soft heart for donation to Alviola Family and Peter Cajeric 's  mother and two siblings for their proper burial. They are all victim of landslide in Sitio Waterfall, Brgy. Mailhi, Baybay City, Leyte. https://t.co/wlaj4TkG7k","{'longitude': 124.4758848, 'latitude': 10.9533981}","{'fullName': 'Ormoc City, Eastern Visayas', 'name': 'Ormoc City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
250,2022-04-12 02:13:16+00:00,"lord, tane ma untat na ang ulan para di na magbaha sa iba na lugar","{'longitude': 122.5956085, 'latitude': 10.7933319}","{'fullName': 'Zarraga, Western Visayas', 'name': 'Zarraga', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
251,2022-04-12 02:07:06+00:00,mag tigil naman daw ang ulan.,"{'longitude': 123.152602, 'latitude': 13.4144485}","{'fullName': 'Minalabac, Bicol Region', 'name': 'Minalabac', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
252,2022-04-12 02:04:36+00:00,Ulan is everywhere,"{'longitude': 123.5035549, 'latitude': 8.1411146}","{'fullName': 'Josefina, Zamboanga Peninsula', 'name': 'Josefina', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
253,2022-04-12 02:01:45+00:00,"Baybay has been my second home and after witnessing people dying, begging for help, and losing their families and homes, I can't help but cry and cry. I think of my G 9 students at Baybay High who r at risk right now. Musta na sila? 😭
#LeyteNeedsHelp #AgatonPH #BaybayNeedsHelp","{'longitude': 124.4758848, 'latitude': 10.9533981}","{'fullName': 'Ormoc City, Eastern Visayas', 'name': 'Ormoc City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
254,2022-04-12 01:59:53+00:00,"So far, this the worst flood experienced by Capiz. People needs help. Kaluoy na gd sng mga tawo nga affected &amp; not prepared with this pagbaha 🥺 #CapizNeedsHelp #RescueCapiz #AgatonPH","{'longitude': 122.9350557, 'latitude': 11.3954999}","{'fullName': 'Pilar, Western Visayas', 'name': 'Pilar', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
255,2022-04-12 01:58:20+00:00,A Coco Martin endorsement will really be a big help for Leni. Ang lakas ng appeal ni Coco sa Classes D and E.,"{'longitude': 120.8595319, 'latitude': 14.2357721}","{'fullName': 'General Trias, Calabarzon', 'name': 'General Trias', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
256,2022-04-12 01:54:09+00:00,Nakkaulol yung ulan. 😭,"{'longitude': 121.8994113, 'latitude': 6.880958}","{'fullName': 'Zamboanga City, Zamboanga Peninsula', 'name': 'Zamboanga City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
257,2022-04-12 01:49:03+00:00,Gusto ko nalang maglunod sa M&amp;M’s. Send help,"{'longitude': 121.2152969, 'latitude': 14.079282}","{'fullName': 'Calauan, Calabarzon', 'name': 'Calauan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
258,2022-04-12 01:40:16+00:00,"@notkatenopenah Kate, kapit. 🥹 How can I help?","{'longitude': 120.9416422, 'latitude': 14.5438774}","{'fullName': 'Manila City, National Capital Region', 'name': 'Manila City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
259,2022-04-12 01:36:44+00:00,HI EVERYONE! Let us help spread and report this please! This is from our kababayan voter in the US! ‼️‼️‼️ @lawyersforleni #LeniKiko2022 #KulayRosasAngBukas https://t.co/XYACMLfw9d,"{'longitude': 120.989705, 'latitude': 14.5893763}","{'fullName': 'Quezon City, National Capital Region', 'name': 'Quezon City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
260,2022-04-12 01:25:25+00:00,Bagyo muna huhu,"{'longitude': 123.7647381, 'latitude': 10.2594754}","{'fullName': 'Cebu City, Central Visayas', 'name': 'Cebu City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
261,2022-04-12 01:21:55+00:00,paano ako aalis nito sobrang ulan😑,"{'longitude': 121.0276544, 'latitude': 13.5245328}","{'fullName': 'Batangas City, Calabarzon', 'name': 'Batangas City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
262,2022-04-12 01:21:50+00:00,Nugay ka da inarte gani ha. Pasalamat ka wala kamo ginaabot ka baha. Pinalak ka pa. Tsk,"{'longitude': 122.900966, 'latitude': 11.3713887}","{'fullName': 'President Roxas, Western Visayas', 'name': 'President Roxas', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
263,2022-04-12 01:03:54+00:00,napaka ano naman ng ulan nato jusqq,"{'longitude': 120.6676053, 'latitude': 13.9017536}","{'fullName': 'Balayan, Calabarzon', 'name': 'Balayan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
264,2022-04-12 01:00:36+00:00,tigil na ulan plss,"{'longitude': 123.4156832, 'latitude': 12.3157174}","{'fullName': 'Baleno, Bicol Region', 'name': 'Baleno', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
265,2022-04-12 00:59:57+00:00,@lenirobredo maam ilo ilo needs help maam Lubog po sila sa baha salamat maam,"{'longitude': 122.8958895, 'latitude': 10.5845982}","{'fullName': 'Bacolod City, Western Visayas', 'name': 'Bacolod City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
266,2022-04-12 00:51:05+00:00,mag exam pata nga sige man ug ulan maypa mag sleep lang sa ta,"{'longitude': 123.4358476, 'latitude': 8.0557168}","{'fullName': 'Molave, Zamboanga Peninsula', 'name': 'Molave', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
267,2022-04-12 00:49:12+00:00,@lenirobredo Ma'am sa abuyog Leyte Po sa seaside Banda need Po nila Ng help Po plsss sa probinsya Namin https://t.co/E2sjlm51YG,"{'longitude': 121.0167613, 'latitude': 14.5674476}","{'fullName': 'Mandaluyong City, National Capital Region', 'name': 'Mandaluyong City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
268,2022-04-12 00:45:32+00:00,Pakana ng ulan ah,"{'longitude': 121.0276544, 'latitude': 13.5245328}","{'fullName': 'Batangas City, Calabarzon', 'name': 'Batangas City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
269,2022-04-12 00:39:26+00:00,Ulan stop kna po.,"{'longitude': 122.2899487, 'latitude': 11.5360018}","{'fullName': 'Banga, Western Visayas', 'name': 'Banga', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
270,2022-04-12 00:37:02+00:00,ANY AMOUNT IS REALLY A BIG HELP! #LeyteCallForHelp #LeyteNeedsHelp #AgatonPH 🙏🙏 https://t.co/4hQ7HbboGh,"{'longitude': 120.9786272, 'latitude': 14.5018211}","{'fullName': 'Pasay City, National Capital Region', 'name': 'Pasay City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
271,2022-04-12 00:36:56+00:00,Another battle 💪 🙏  pls. LORD HELP ME wag mo po ako pababayaan IKAW lang po ang lakas ko😍🙏 https://t.co/e5VOrVP1wC,"{'longitude': 120.9741053, 'latitude': 14.4333272}","{'fullName': 'Paranaque City, National Capital Region', 'name': 'Paranaque City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
272,2022-04-12 00:35:18+00:00,"BAYBAY LEYTE IS NOT THAT FAMOUS OR KNOWN CITY IN LEYTE BUT WE ARE NOW KNOCKING ON YOUR DOORS TO DONATE, ANY AMOUNT IS REALLY A BIG HELP! AND PLEASE MAKE THIS VIRAL OVER THE OTHER ISSUES WE HAVE RIGHT NOW MAS IMPORTANTE NI 😭🙏💔

 #LeyteNeedsHelp #AgatonPH https://t.co/ZtiNvBE2dM","{'longitude': 120.9786272, 'latitude': 14.5018211}","{'fullName': 'Pasay City, National Capital Region', 'name': 'Pasay City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
273,2022-04-12 00:32:25+00:00,"I can’t help but watch it over and over again. I can’t help but cry while watching it, over and over again. My heart is so full, as a shibuyas for Leni-Kiko. Iba ‘yung feeling kapag nanonood ka online, mas lalo kapag nandoon ka mismo sa event. Magiging softie ka kahit sino ka pa.","{'longitude': 120.9272236, 'latitude': 14.3576337}","{'fullName': 'Bacoor, Calabarzon', 'name': 'Bacoor', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
274,2022-04-12 00:29:32+00:00,Lalaban kahit may bagyo. 😵😳😰😱😫 https://t.co/w79XP9YjNE,"{'longitude': 123.3504841, 'latitude': 8.4212134}","{'fullName': 'Dapitan, Zamboanga Peninsula', 'name': 'Dapitan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
275,2022-04-12 00:24:22+00:00,Ara ya nga baha gulpi lang nag taas.,"{'longitude': 122.7634503, 'latitude': 11.4786136}","{'fullName': 'Panay, Western Visayas', 'name': 'Panay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
276,2022-04-12 00:23:15+00:00,Kapit lang Eastern Visayas! May malalakas parin na pag ulan sa inyo ngayong araw. 🌧️ 🌧️,"{'longitude': 121.094473, 'latitude': 14.5270254}","{'fullName': 'Cainta, Calabarzon', 'name': 'Cainta', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
277,2022-04-12 00:21:50+00:00,Please help boost #BaybayNeedsHelp 🥺💔,"{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
278,2022-04-12 00:21:27+00:00,Nonstop ulan iz malala. 🤦‍♀️,"{'longitude': 122.2899487, 'latitude': 11.5360018}","{'fullName': 'Banga, Western Visayas', 'name': 'Banga', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
279,2022-04-12 00:20:16+00:00,"Kung ma help kamo help nalang bi damo pa keneme nauna pa ang pag video. Sorry wala gd ko ya bangka d or what kung may ara lang gd. 

Damo simple nga panimalay ang naapektuhan.","{'longitude': 122.6771784, 'latitude': 11.4899105}","{'fullName': 'Roxas City, Western Visayas', 'name': 'Roxas City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
280,2022-04-12 00:20:12+00:00,Nakakalungkot lang kasi isipin na mas nag tretrend pa mga chismis ng mga artista kaysa sa mga pangyayari dito sa amin. Ang dami na po ng namamatay. Tas wala pa ring tigil ang ulan 💔😭,"{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
281,2022-04-12 00:17:17+00:00,Ulan...... dili ta mahuman anig sigeg ulan! https://t.co/0ohwSREnfQ,"{'longitude': 124.1688094, 'latitude': 7.9793942}","{'fullName': 'Iligan City, Northern Mindanao', 'name': 'Iligan City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
282,2022-04-12 00:16:33+00:00,"Ang H2H, to me, is a sign of respect. Diba pag may kailangan ka, ikaw ang pupunta sa hihingan mo ng tulong or pabor?

Sanay yata sa utos-utos lang then voila! Panalo na sa election. Bayad lang, no effort. https://t.co/6hLY4q2Um0","{'longitude': 120.9988804, 'latitude': 14.5134816}","{'fullName': 'Makati City, National Capital Region', 'name': 'Makati City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
283,2022-04-12 00:06:11+00:00,Wag na po sana lumakas ang ulan,"{'longitude': 121.8792178, 'latitude': 13.8511439}","{'fullName': 'Agdangan, Calabarzon', 'name': 'Agdangan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
284,2022-04-12 00:05:31+00:00,"Tw: death

BAYBAY NEEDS HELP. https://t.co/7kXSku4Srg","{'longitude': 121.4234057, 'latitude': 16.7346034}","{'fullName': 'Ramon, Cagayan Valley', 'name': 'Ramon', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
285,2022-04-12 00:04:11+00:00,"Para matulungan mo akong matuto mag Tagalog ng mabilis
Bawat Tuesday ay Tagalog lang
Bawal ang English Tagalog lang.*

To help me learn tagalog quicker. Every Tuesday is now Tagalog Tuesday.
No English allowed. Only Tagalog 🇵🇭 https://t.co/63SFc4m5DG","{'longitude': 120.3346258, 'latitude': 15.6241334}","{'fullName': 'Camiling, Central Luzon', 'name': 'Camiling', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
286,2022-04-12 00:03:32+00:00,lakas ng ulan 😓,"{'longitude': 121.0605447, 'latitude': 13.8537556}","{'fullName': 'Lipa City, Calabarzon', 'name': 'Lipa City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
287,2022-04-12 00:02:27+00:00,Bagyo ka lang lakwatsero kami🤣🤣🤣,"{'longitude': 121.917449, 'latitude': 11.980403}","{'fullName': 'Boracay', 'name': 'Boracay', 'type': 'poi', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
288,2022-04-11 23:52:12+00:00,@AnalynMuko Hihigupin ba niya ang baha te?,"{'longitude': 125.2148204, 'latitude': 6.9590062}","{'fullName': 'Davao City, Davao Region', 'name': 'Davao City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
289,2022-04-11 23:48:06+00:00,ka creepy sang damgo ko. Taga li’og asta ang baha sksksk,"{'longitude': 122.7231254, 'latitude': 9.5918207}","{'fullName': 'City of kabankalan, Western Visayas', 'name': 'City of kabankalan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
290,2022-04-11 23:39:18+00:00,Umagang kay ulan,"{'longitude': 121.0605447, 'latitude': 13.8537556}","{'fullName': 'Lipa City, Calabarzon', 'name': 'Lipa City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
291,2022-04-11 23:24:06+00:00,2 days na walang tigil ang ulan. 😞,"{'longitude': 122.5599433, 'latitude': 10.7641681}","{'fullName': 'Leganes, Western Visayas', 'name': 'Leganes', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
292,2022-04-11 23:23:50+00:00,"❗️❗️#BaybayNeedsHELP ❤️ [April 12, 2022 at 4:22AM ]

Calling the attention of all rescuers from different agencies or organizations, rescuers from different municipalities, rescuers of the Philippines, the people of BAYBAY CITY, Leyte need your help. 
#AgatonPH https://t.co/LlY5KuflkR","{'longitude': 124.7208065, 'latitude': 10.4606567}","{'fullName': 'Inopacan, Eastern Visayas', 'name': 'Inopacan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
293,2022-04-11 23:18:48+00:00,"tama na nga ulan plssssss 
kaluoy sang ginbahaan","{'longitude': 122.4979499, 'latitude': 10.6789404}","{'fullName': 'Iloilo City, Western Visayas', 'name': 'Iloilo City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
294,2022-04-11 23:13:45+00:00,Nastress na ko sa baha ya tuod man. Tama na ni please. Tsk,"{'longitude': 122.900966, 'latitude': 11.3713887}","{'fullName': 'President Roxas, Western Visayas', 'name': 'President Roxas', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
295,2022-04-11 23:12:44+00:00,@reynreyngoawayy Morning sir amping sir ulan nimo awp hahaha sa ba hahaha🤭😂,"{'longitude': 123.9086254, 'latitude': 10.2035208}","{'fullName': 'Lapu-Lapu City, Central Visayas', 'name': 'Lapu-Lapu City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
296,2022-04-11 23:07:38+00:00,Nag pinadayaw tana ulan daw,"{'longitude': 124.7180457, 'latitude': 7.0151862}","{'fullName': 'Kabacan, Soccsksargen', 'name': 'Kabacan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
297,2022-04-11 23:00:34+00:00,"PLEASE MAKE THIS VIRAL. WE NEED MORE MEDIA COVERAGE!!! BAYBAY, LEYTE NEED YOUR HELP ‼️ #LeyteNeedsHelp 😭🙏 https://t.co/9jd80VAMjI","{'longitude': 120.9786272, 'latitude': 14.5018211}","{'fullName': 'Pasay City, National Capital Region', 'name': 'Pasay City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
298,2022-04-11 22:57:20+00:00,Na ulan pa ngaa🥴,"{'longitude': 121.0605447, 'latitude': 13.8537556}","{'fullName': 'Lipa City, Calabarzon', 'name': 'Lipa City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
299,2022-04-11 22:57:07+00:00,UI pakigalaw ang baso. Grabe ulan hu,"{'longitude': 122.4979499, 'latitude': 10.6789404}","{'fullName': 'Iloilo City, Western Visayas', 'name': 'Iloilo City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
300,2022-04-11 22:50:22+00:00,Day 2 + Ulan tapos Onsite pa. Unleashing the dragona in me. https://t.co/TChGqJCM2v,"{'longitude': 121.2053718, 'latitude': 13.9927985}","{'fullName': 'Alaminos, Calabarzon', 'name': 'Alaminos', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
301,2022-04-11 22:49:59+00:00,Pakipatay na ho ung gripo niyo. Baha na ho kasi eh.,"{'longitude': 122.3392257, 'latitude': 11.5301596}","{'fullName': 'Kalibo, Western Visayas', 'name': 'Kalibo', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
302,2022-04-11 22:46:25+00:00,Balda naman sa bagyo Visayas ah. tsk. 🙏,"{'longitude': 122.6771784, 'latitude': 11.4899105}","{'fullName': 'Roxas City, Western Visayas', 'name': 'Roxas City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
303,2022-04-11 22:43:33+00:00,Buti naman tumigil na ang ulan hehe,"{'longitude': 123.8700724, 'latitude': 11.9005229}","{'fullName': 'Cataingan, Bicol Region', 'name': 'Cataingan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
304,2022-04-11 22:39:59+00:00,"Orange rainfall warning lang kaninang 3am, ngayon red na.😭 Jusko po. Sana mawala na yung bagyo Lord.😭","{'longitude': 122.8909931, 'latitude': 14.0773906}","{'fullName': 'Daet, Bicol Region', 'name': 'Daet', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
305,2022-04-11 22:33:35+00:00,"Had an early morning conversation with God today.
Have a great day everyone.. 😊🌅
#conversationwithgod #earlymorningprayer 
#holytuesday @ Our Mother Of Perpetual Help Baclaran https://t.co/CvZlDJc4Dv","{'longitude': 120.99488943, 'latitude': 14.53151126}","{'fullName': 'Paranaque City, National Capital Region', 'name': 'Paranaque City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
306,2022-04-11 22:21:42+00:00,awit. Lakas ulan,"{'longitude': 121.0276544, 'latitude': 13.5245328}","{'fullName': 'Batangas City, Calabarzon', 'name': 'Batangas City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
307,2022-04-11 22:18:08+00:00,"Ti kay wala plano mag acad break, gin bundakan ulan suspended Hahahahahahahahah","{'longitude': 124.7180457, 'latitude': 7.0151862}","{'fullName': 'Kabacan, Soccsksargen', 'name': 'Kabacan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
308,2022-04-11 22:11:10+00:00,Lord Help me po please 😭🙏. Kaunti nalang matatapos ko na huhu.,"{'longitude': 120.9416422, 'latitude': 14.5438774}","{'fullName': 'Manila City, National Capital Region', 'name': 'Manila City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
309,2022-04-11 22:01:58+00:00,ang lakas ng ulan huhu,"{'longitude': 121.0605447, 'latitude': 13.8537556}","{'fullName': 'Lipa City, Calabarzon', 'name': 'Lipa City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
310,2022-04-11 21:35:26+00:00,@Jayecane Can you help me pls i need a capital  for a smAll business van youjelp mè💖❤❤,"{'longitude': 120.989705, 'latitude': 14.5893763}","{'fullName': 'Quezon City, National Capital Region', 'name': 'Quezon City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
311,2022-04-11 21:13:14+00:00,"""I made you and will care for you; I will give you help and rescue you."" - Isaiah 46:3-4

#AlertLevel1","{'longitude': 124.4454046, 'latitude': 8.2312831}","{'fullName': 'Cagayan De Oro City, Northern Mindanao', 'name': 'Cagayan De Oro City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
312,2022-04-11 20:10:48+00:00,"Ginoo tama na nga inulan. Nalooy nagd ko sa mga nakikita ko sa fb mga gapangayo rescue nga na trap sa baha, indi gd sila ginoo pagpabay.e 😭 #PrayForCapiz","{'longitude': 122.1762038, 'latitude': 11.201722}","{'fullName': 'Jamindan, Western Visayas', 'name': 'Jamindan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
313,2022-04-11 19:39:50+00:00,"PANAY ISLAND badly needed help😭😭 Especially sa 5th District.. Thanks God my family is SAFE.
#BagyongAgaton https://t.co/LwYNm3juap","{'longitude': 121.0221472, 'latitude': 14.4611671}","{'fullName': 'Taguig City, National Capital Region', 'name': 'Taguig City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
314,2022-04-11 19:20:43+00:00,"Kakampinks!!

CALL FOR DONATIONS: PROJECT HANGKUP

For the victims of Typhoon Agaton in Baybay City, Leyte

We need your help to gather funds and in-kind donations for the food packs, medicine, and hygiene kits we want to give to Typhoon Agaton victims in Baybay City, Leyte. https://t.co/kQhWG4KbXU","{'longitude': 124.908865, 'latitude': 11.1061918}","{'fullName': 'Palo, Eastern Visayas', 'name': 'Palo', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
315,2022-04-11 19:20:34+00:00,ky ngaa wla untat ang ulan 🥲,"{'longitude': 122.8958895, 'latitude': 10.5845982}","{'fullName': 'Bacolod City, Western Visayas', 'name': 'Bacolod City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
316,2022-04-11 19:19:02+00:00,Grabe yung ulan di na tumigil,"{'longitude': 121.0605447, 'latitude': 13.8537556}","{'fullName': 'Lipa City, Calabarzon', 'name': 'Lipa City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
317,2022-04-11 18:52:42+00:00,I can’t get “Catwalk” out of my head help,"{'longitude': 120.9665401, 'latitude': 14.3912438}","{'fullName': 'Las Pinas City, National Capital Region', 'name': 'Las Pinas City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
318,2022-04-11 18:46:40+00:00,"ang lakas at ulan sa antique. naka sched kami na h2h tom, at fun run sa huwebes santo. 😞","{'longitude': 122.0279736, 'latitude': 11.0725675}","{'fullName': 'Laua-An, Western Visayas', 'name': 'Laua-An', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
319,2022-04-11 18:37:04+00:00,Mahuman na unta ning bagyo oy. My heart breaks every time I hear updates from my Leyte friends. 😞,"{'longitude': 123.2137676, 'latitude': 7.7847621}","{'fullName': 'Pagadian City, Zamboanga Peninsula', 'name': 'Pagadian City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
320,2022-04-11 18:26:13+00:00,"@CharlieNotPuth1 @ChelDiokno Sorry, I am in Capiz. Still raining nonstop. Second district is still chest level flood. No boat or helicopter. No media coverage!","{'longitude': 122.6771784, 'latitude': 11.4899105}","{'fullName': 'Roxas City, Western Visayas', 'name': 'Roxas City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
321,2022-04-11 18:21:42+00:00,so fucking pretty god help me https://t.co/Za1HIXJz0e,"{'longitude': 121.094473, 'latitude': 14.5270254}","{'fullName': 'Cainta, Calabarzon', 'name': 'Cainta', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
322,2022-04-11 18:10:44+00:00,"#ctto📸 TLR ViberGroup 🟧Code Orange🟧 8PM
FB posts about VPLeni in the last 24 hrs with the highest engagement. 

Sa simpleng heart, comment at share, malaking tulong na sa socmed front ng efforts natin to counter disinformation.
#OneLastPush
#28DaysToGo
#IpapanaloNa10To","{'longitude': 120.9266655, 'latitude': 14.6688067}","{'fullName': 'Valenzuela City, National Capital Region', 'name': 'Valenzuela City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
